Customer_Id,Gender,Age,City,First_purchase_date,Last_purchase_date,Total_Orders,Preferred_Category,Discount_Used_PCT,Delivery_Days,Ratings
CUST1280,Female,48,Bangalore,28-09-2023,03-10-2024,1,Haircare,0.55,4.4,2.5
CUST1281,Female,22,Delhi,16-10-2023,07-01-2024,8,Skincare,0.36,2.4,2.8
CUST1282,Female,31,Pune,31-07-2023,20-09-2024,3,Skincare,0.21,3.4,4.8
CUST1283,Male,28,Delhi,29-09-2023,01-10-2024,7,Skincare,0.11,3.6,4.7
CUST1284,Female,26,Delhi,07-03-2023,26-05-2024,1,Skincare,0.2,6.7,3.1
CUST1285,Male,51,Mumbai,05-09-2023,06-11-2024,1,Skincare,0.26,3.4,4.4
CUST1286,Male,29,Delhi,05-06-2023,23-07-2024,5,Fragrance,0.53,4.3,4
CUST1287,Male,52,Mumbai,16-02-2023,02-05-2024,5,Skincare,0.38,5.4,4.9
CUST1288,Male,52,Hyderabad,20-07-2023,08-11-2024,8,Fragrance,0.05,2.8,3.4
CUST1289,Female,18,Bangalore,28-05-2023,18-11-2024,7,Makeup,0.01,4.4,4.2
CUST1290,Male,57,Mumbai,04-05-2023,20-08-2024,8,Skincare,0.07,5.7,2.7
CUST1291,Male,39,Pune,01-01-2023,02-07-2024,6,Skincare,0.29,6.3,3.5
CUST1292,Male,46,Hyderabad,04-09-2023,13-03-2024,6,Fragrance,0.65,5.1,4.9
CUST1293,Female,25,Mumbai,08-05-2023,11-07-2024,2,Makeup,0.45,5.3,3.8
CUST1294,Female,28,Mumbai,10-07-2023,28-09-2024,6,Fragrance,0.56,2.6,3.2
CUST1295,Female,58,Bangalore,08-03-2023,18-09-2024,5,Fragrance,0.33,6.7,2.8
CUST1296,Female,54,Pune,04-01-2023,18-01-2024,3,Skincare,0.25,2.7,4.3
CUST1297,Male,31,Chennai,21-10-2023,28-01-2024,6,Haircare,0.08,5.9,4.1
CUST1298,Male,47,Chennai,23-05-2023,23-06-2024,8,Haircare,0.61,3.3,3.4
CUST1299,Female,52,Mumbai,10-07-2023,13-10-2024,9,Fragrance,0.55,6.7,4.9
CUST1300,Male,38,Delhi,21-01-2023,28-05-2024,1,Skincare,0.12,5.6,2.6
CUST1301,Male,54,Pune,15-08-2023,26-02-2024,3,Makeup,0.36,5.8,3.3
CUST1302,Male,22,Hyderabad,27-04-2023,19-09-2024,3,Haircare,0.34,3.1,4.8
CUST1303,Female,36,Delhi,22-05-2023,11-09-2024,8,Makeup,0.44,4.2,3.3
CUST1304,Female,31,Delhi,08-02-2023,01-05-2024,1,Haircare,0.66,5.1,3.1
CUST1305,Male,43,Pune,09-09-2023,21-10-2024,5,Skincare,0.41,5.8,3.8
CUST1306,Female,21,Mumbai,26-07-2023,18-11-2024,3,Fragrance,0.38,2.5,4.6
CUST1307,Female,42,Mumbai,29-07-2023,07-01-2024,2,Makeup,0.04,6.8,2.8
CUST1308,Female,59,Mumbai,25-04-2023,11-07-2024,8,Makeup,0.04,6.5,4.9
CUST1309,Female,42,Mumbai,13-08-2023,09-10-2024,3,Fragrance,0.13,3.4,4.5
CUST1310,Female,35,Chennai,14-05-2023,15-06-2024,7,Makeup,0.02,6.1,3
CUST1311,Male,57,Mumbai,08-09-2023,21-09-2024,1,Haircare,0.52,4.6,4.3
CUST1312,Female,25,Chennai,07-08-2023,15-01-2024,6,Fragrance,0.51,4.3,3.5
CUST1313,Male,56,Chennai,01-04-2023,06-10-2024,3,Haircare,0.1,3.6,3.5
CUST1314,Male,57,Mumbai,15-02-2023,26-06-2024,8,Haircare,0.59,4.9,4.5
CUST1315,Female,31,Bangalore,07-02-2023,06-04-2024,6,Skincare,0.11,5.6,4.9
CUST1316,Male,49,Hyderabad,22-05-2023,25-10-2024,2,Haircare,0.21,4.1,2.8
CUST1317,Male,55,Delhi,10-04-2023,01-07-2024,6,Skincare,0.17,5.1,3.6
CUST1318,Male,50,Chennai,09-07-2023,19-11-2024,7,Makeup,0.26,5.5,3.7
CUST1319,Female,40,Pune,04-02-2023,04-06-2024,5,Makeup,0.18,5.6,3.4
CUST1320,Female,32,Pune,27-05-2023,19-11-2024,3,Skincare,0.34,2.3,3.4
CUST1321,Male,50,Hyderabad,30-01-2023,16-07-2024,4,Haircare,0.29,6.3,2.6
CUST1322,Female,42,Pune,25-03-2023,15-06-2024,4,Fragrance,0.69,4.3,4.2
CUST1323,Female,34,Bangalore,08-10-2023,17-04-2024,6,Fragrance,0.04,3.3,3.6
CUST1324,Female,50,Pune,27-09-2023,10-04-2024,1,Skincare,0.1,3.2,3
CUST1325,Female,19,Delhi,03-06-2023,29-06-2024,4,Makeup,0.04,4.4,4.5
CUST1326,Male,31,Delhi,12-04-2023,30-06-2024,4,Makeup,0.44,6.4,4.5
CUST1327,Male,57,Chennai,03-08-2023,14-12-2024,1,Fragrance,0.04,3.9,3.7
CUST1328,Female,57,Mumbai,30-05-2023,11-06-2024,9,Skincare,0.59,5.7,3.2
CUST1329,Female,56,Bangalore,24-03-2023,26-05-2024,4,Fragrance,0.36,2.5,4.1
CUST1330,Male,23,Chennai,20-04-2023,26-10-2024,7,Haircare,0.37,4.4,3.2
CUST1331,Male,23,Bangalore,02-10-2023,25-02-2024,3,Haircare,0.39,7,3.1
CUST1332,Female,20,Mumbai,20-07-2023,07-10-2024,3,Skincare,0.12,5.9,4.3
CUST1333,Male,24,Pune,11-10-2023,10-02-2024,8,Skincare,0.14,3.1,2.6
CUST1334,Female,25,Pune,22-06-2023,03-08-2024,8,Haircare,0.22,4.5,2.7
CUST1335,Female,59,Mumbai,25-07-2023,21-10-2024,1,Makeup,0.42,3.2,2.5
CUST1336,Male,32,Chennai,04-03-2023,29-07-2024,2,Skincare,0.15,4,2.9
CUST1337,Male,46,Mumbai,14-03-2023,16-06-2024,8,Haircare,0.08,5.9,2.7
CUST1338,Female,50,Hyderabad,08-09-2023,21-03-2024,1,Haircare,0.68,5.9,5
CUST1339,Female,47,Delhi,04-05-2023,22-10-2024,8,Makeup,0.02,3.1,3.2
CUST1340,Male,56,Chennai,01-05-2023,28-09-2024,8,Makeup,0.56,6.6,2.9
CUST1341,Female,44,Bangalore,02-10-2023,03-10-2024,2,Makeup,0.55,5,3.1
CUST1342,Male,53,Hyderabad,30-04-2023,27-08-2024,4,Makeup,0.21,3.9,4.8
CUST1343,Female,46,Chennai,13-06-2023,04-07-2024,6,Fragrance,0.09,4.5,3.8
CUST1344,Male,55,Mumbai,13-10-2023,04-02-2024,9,Makeup,0.1,5,3.4
CUST1345,Male,50,Mumbai,22-09-2023,17-11-2024,8,Fragrance,0.49,4.8,4.7
CUST1346,Male,54,Mumbai,10-06-2023,20-08-2024,8,Skincare,0.45,4.4,3.5
CUST1347,Female,44,Mumbai,30-03-2023,05-04-2024,7,Haircare,0.55,4.5,3.3
CUST1348,Female,50,Bangalore,22-05-2023,21-11-2024,9,Fragrance,0.66,2.9,3
CUST1349,Male,21,Hyderabad,22-07-2023,17-11-2024,2,Skincare,0.48,6.1,3.4
CUST1350,Female,39,Pune,15-08-2023,25-02-2024,3,Skincare,0.11,4.7,3.3
CUST1351,Male,19,Delhi,10-08-2023,01-12-2024,8,Fragrance,0.17,2.7,4.2
CUST1352,Male,27,Bangalore,10-02-2023,25-02-2024,6,Skincare,0.59,5.8,3.2
CUST1353,Female,22,Bangalore,15-07-2023,05-10-2024,9,Skincare,0.15,6.7,3.9
CUST1354,Female,27,Pune,09-03-2023,03-09-2024,4,Fragrance,0.05,6.7,2.7
CUST1355,Male,50,Pune,21-09-2023,01-12-2024,8,Skincare,0.49,3.8,3
CUST1356,Female,55,Delhi,02-01-2023,05-05-2024,3,Makeup,0.28,2.7,3.5
CUST1357,Female,30,Delhi,05-05-2023,25-08-2024,3,Makeup,0.64,4.6,4.8
CUST1358,Male,48,Pune,20-04-2023,01-05-2024,8,Haircare,0.46,2.6,3.4
CUST1359,Male,53,Mumbai,27-03-2023,30-07-2024,5,Skincare,0.06,6.7,4.2
CUST1360,Female,41,Bangalore,30-04-2023,21-06-2024,3,Haircare,0.66,2.9,3.1
CUST1361,Male,32,Chennai,07-05-2023,20-07-2024,1,Makeup,0.18,3.3,2.8
CUST1362,Male,46,Delhi,12-09-2023,22-01-2024,3,Makeup,0.24,4,2.6
CUST1363,Female,25,Delhi,02-07-2023,28-07-2024,9,Makeup,0.28,3.9,3.3
CUST1364,Male,22,Pune,16-01-2023,04-06-2024,5,Skincare,0.04,6,2.9
CUST1365,Male,46,Hyderabad,03-03-2023,25-07-2024,2,Skincare,0.35,4.3,2.9
CUST1366,Female,21,Chennai,07-06-2023,18-10-2024,7,Makeup,0.09,2.9,4.4
CUST1367,Female,29,Chennai,25-09-2023,30-12-2024,2,Haircare,0.28,3.3,2.5
CUST1368,Male,19,Delhi,04-02-2023,08-02-2024,4,Haircare,0.25,4.5,3.9
CUST1369,Male,44,Mumbai,24-09-2023,19-11-2024,7,Fragrance,0.54,2.7,3.4
CUST1370,Female,48,Hyderabad,05-03-2023,07-08-2024,4,Makeup,0.56,5.1,3.8
CUST1371,Female,53,Chennai,19-02-2023,07-05-2024,7,Haircare,0.11,4.8,3.9
CUST1372,Female,53,Delhi,12-09-2023,19-11-2024,7,Makeup,0.26,5.6,3.3
CUST1373,Female,43,Chennai,29-05-2023,23-09-2024,1,Haircare,0.26,6.7,3.2
CUST1374,Male,44,Hyderabad,03-10-2023,30-01-2024,6,Fragrance,0.11,6.6,4.3
CUST1375,Female,22,Hyderabad,21-06-2023,18-08-2024,9,Fragrance,0.56,6.7,4.7
CUST1376,Female,37,Bangalore,20-07-2023,21-08-2024,2,Makeup,0.5,3.2,3
CUST1377,Male,28,Pune,04-02-2023,06-04-2024,3,Haircare,0.13,2.7,2.7
CUST1378,Female,27,Pune,04-08-2023,22-09-2024,5,Skincare,0.26,3.5,4.7
CUST1379,Male,57,Delhi,06-03-2023,25-06-2024,9,Fragrance,0.07,6.5,3.4
CUST1380,Female,55,Hyderabad,08-01-2023,26-01-2024,4,Makeup,0.44,6.9,3.9
CUST1381,Female,23,Bangalore,17-03-2023,29-09-2024,1,Makeup,0.08,6.3,3.4
CUST1382,Female,25,Bangalore,23-06-2023,23-10-2024,4,Haircare,0.69,2.6,2.8
CUST1383,Male,40,Chennai,16-02-2023,28-08-2024,6,Makeup,0.55,6.7,4
CUST1384,Male,43,Chennai,15-01-2023,02-03-2024,5,Fragrance,0.27,4.1,3.8
CUST1385,Female,29,Bangalore,27-05-2023,09-11-2024,1,Makeup,0.4,2,3
CUST1386,Male,43,Chennai,26-01-2023,09-08-2024,4,Makeup,0.64,4.2,3.6
CUST1387,Male,30,Hyderabad,03-04-2023,05-05-2024,6,Skincare,0.39,2.2,4.5
CUST1388,Male,57,Mumbai,20-08-2023,07-01-2024,4,Skincare,0.12,4.7,4
CUST1389,Male,35,Hyderabad,21-01-2023,14-04-2024,9,Fragrance,0.27,3.7,2.7
CUST1390,Male,42,Bangalore,07-02-2023,07-08-2024,5,Haircare,0.59,4.4,3.9
CUST1391,Male,50,Bangalore,03-10-2023,14-02-2024,8,Skincare,0.45,5.1,4.3
CUST1392,Female,57,Hyderabad,06-06-2023,23-08-2024,9,Haircare,0.46,6.3,4.5
CUST1393,Female,29,Chennai,28-06-2023,11-07-2024,5,Fragrance,0.61,5.3,4.1
CUST1394,Male,53,Chennai,12-05-2023,05-10-2024,6,Skincare,0.63,4.2,2.9
CUST1395,Female,21,Pune,28-01-2023,04-06-2024,1,Haircare,0.64,6.1,4.3
CUST1396,Female,22,Bangalore,17-09-2023,09-11-2024,7,Skincare,0.07,6.5,4.2
CUST1397,Female,54,Delhi,17-03-2023,11-08-2024,4,Fragrance,0.38,2.6,2.6
CUST1398,Female,25,Pune,08-03-2023,05-04-2024,2,Fragrance,0.52,4.7,3.5
CUST1399,Male,59,Chennai,13-07-2023,05-08-2024,5,Skincare,0.53,3.4,3.3
CUST1400,Female,45,Hyderabad,11-06-2023,31-08-2024,3,Haircare,0.42,2.2,4.2
CUST1401,Female,48,Chennai,14-09-2023,15-11-2024,6,Makeup,0.12,5.3,3
CUST1402,Male,26,Hyderabad,13-03-2023,25-06-2024,8,Makeup,0.56,6.3,4
CUST1403,Male,46,Pune,28-03-2023,23-05-2024,7,Skincare,0.5,2.8,4.8
CUST1404,Female,31,Bangalore,19-09-2023,01-02-2024,3,Haircare,0.06,6.1,4.5
CUST1405,Female,57,Chennai,02-08-2023,02-10-2024,8,Makeup,0.32,6.3,4.8
CUST1406,Female,58,Hyderabad,02-06-2023,05-11-2024,2,Fragrance,0.12,6.6,4.9
CUST1407,Female,39,Bangalore,29-07-2023,14-08-2024,9,Haircare,0.24,3.3,2.5
CUST1408,Female,28,Delhi,02-03-2023,06-05-2024,4,Makeup,0.01,6.5,4.1
CUST1409,Female,40,Hyderabad,25-09-2023,30-09-2024,1,Haircare,0.28,3.6,3.5
CUST1410,Male,18,Pune,19-09-2023,15-11-2024,8,Skincare,0.38,4.8,4.6
CUST1411,Female,54,Delhi,06-08-2023,13-10-2024,7,Haircare,0.43,2.3,3.1
CUST1412,Female,38,Delhi,10-10-2023,13-03-2024,5,Makeup,0.46,2.2,5
CUST1413,Male,43,Mumbai,16-05-2023,16-07-2024,5,Skincare,0.59,5.6,4
CUST1414,Male,53,Chennai,03-04-2023,18-09-2024,7,Haircare,0.15,4.2,4.5
CUST1415,Male,40,Hyderabad,19-04-2023,01-11-2024,5,Fragrance,0.08,3.3,2.7
CUST1416,Male,18,Delhi,29-08-2023,18-11-2024,8,Makeup,0.6,3,3
CUST1417,Female,57,Mumbai,22-05-2023,06-11-2024,6,Skincare,0.11,5.3,4.4
CUST1418,Female,32,Pune,18-10-2023,11-04-2024,5,Haircare,0.68,2,2.6
CUST1419,Female,38,Bangalore,25-08-2023,17-02-2024,9,Fragrance,0.59,6,4.5
CUST1420,Female,26,Hyderabad,26-06-2023,04-09-2024,2,Makeup,0.35,2.4,2.5
CUST1421,Female,26,Delhi,21-05-2023,28-09-2024,1,Fragrance,0.69,3,4.1
CUST1422,Female,27,Chennai,08-07-2023,17-07-2024,8,Haircare,0.07,3.9,3.4
CUST1423,Male,43,Mumbai,18-02-2023,26-05-2024,3,Haircare,0.21,4.4,4
CUST1424,Female,58,Delhi,09-07-2023,05-10-2024,7,Skincare,0.45,3.8,4.2
CUST1425,Male,52,Chennai,16-05-2023,19-06-2024,8,Fragrance,0.25,3.6,3.4
CUST1426,Male,42,Delhi,12-02-2023,13-02-2024,6,Skincare,0.65,6.8,2.8
CUST1427,Female,43,Hyderabad,31-03-2023,01-08-2024,9,Makeup,0.05,5.2,2.7
CUST1428,Male,28,Hyderabad,22-10-2023,14-11-2024,7,Skincare,0.38,2.1,4
CUST1429,Female,55,Hyderabad,02-09-2023,14-11-2024,5,Makeup,0.41,4.2,3.8
CUST1430,Male,19,Pune,11-07-2023,23-12-2024,8,Haircare,0.46,6.4,4.4
CUST1431,Female,24,Pune,16-04-2023,07-05-2024,2,Haircare,0.18,3.5,3.8
CUST1432,Male,35,Mumbai,21-08-2023,21-01-2024,7,Fragrance,0.26,2.5,3.6
CUST1433,Female,44,Hyderabad,22-09-2023,10-03-2024,4,Makeup,0.59,5.8,3.5
CUST1434,Female,51,Chennai,06-02-2023,07-08-2024,9,Haircare,0.14,5,2.6
CUST1435,Female,44,Delhi,10-02-2023,20-03-2024,1,Fragrance,0.58,4.9,3.3
CUST1436,Female,34,Bangalore,17-01-2023,22-06-2024,7,Fragrance,0.39,2.3,4.9
CUST1437,Female,41,Chennai,04-10-2023,23-10-2024,6,Skincare,0.53,2.7,4.7
CUST1438,Male,42,Pune,28-02-2023,09-04-2024,8,Fragrance,0.5,5.1,3.3
CUST1439,Male,24,Pune,02-07-2023,30-12-2024,5,Haircare,0.15,3,4
CUST1440,Male,23,Chennai,10-02-2023,07-07-2024,1,Skincare,0.4,4.5,4.6
CUST1441,Female,41,Pune,08-02-2023,26-05-2024,1,Makeup,0.61,4.7,3.6
CUST1442,Male,50,Hyderabad,11-07-2023,04-12-2024,9,Makeup,0.3,3.4,2.5
CUST1443,Female,46,Mumbai,24-09-2023,16-12-2024,6,Haircare,0.68,6.7,2.7
CUST1444,Female,39,Delhi,27-05-2023,14-09-2024,5,Haircare,0.32,6.2,3.8
CUST1445,Male,43,Mumbai,07-05-2023,11-07-2024,1,Skincare,0.1,5.6,4.9
CUST1446,Male,45,Delhi,15-02-2023,22-07-2024,6,Skincare,0.27,2.4,4.2
CUST1447,Female,38,Delhi,14-02-2023,07-04-2024,6,Haircare,0.67,2.5,2.7
CUST1448,Male,24,Mumbai,01-01-2023,03-02-2024,3,Haircare,0.22,4.5,3
CUST1449,Female,34,Chennai,17-06-2023,13-11-2024,8,Makeup,0.61,2.8,4.4
CUST1450,Female,37,Delhi,18-04-2023,23-06-2024,1,Makeup,0.62,6.9,4.6
CUST1451,Female,58,Mumbai,19-01-2023,01-06-2024,1,Makeup,0.25,2.8,4
CUST1452,Female,37,Delhi,13-03-2023,08-04-2024,6,Haircare,0.06,4.4,4.1
CUST1453,Female,39,Bangalore,19-04-2023,28-04-2024,1,Fragrance,0.51,3.8,2.6
CUST1454,Male,45,Chennai,25-09-2023,06-12-2024,6,Haircare,0.22,5.2,4.6
CUST1455,Male,57,Hyderabad,28-08-2023,01-12-2024,1,Haircare,0.55,2.6,4.5
CUST1456,Female,24,Delhi,31-03-2023,17-05-2024,6,Makeup,0.31,4.2,3.1
CUST1457,Female,18,Bangalore,13-04-2023,21-06-2024,3,Haircare,0.34,3.4,4.3
CUST1458,Male,49,Hyderabad,07-09-2023,11-03-2024,8,Skincare,0.54,6.4,3
CUST1459,Male,30,Hyderabad,08-01-2023,17-04-2024,6,Haircare,0.27,2.2,2.6
CUST1460,Female,47,Delhi,02-06-2023,30-07-2024,1,Haircare,0.31,6.6,3
CUST1461,Male,40,Mumbai,23-06-2023,24-06-2024,5,Haircare,0.26,6.2,2.9
CUST1462,Female,36,Delhi,07-06-2023,10-11-2024,8,Haircare,0.26,3.5,3.3
CUST1463,Male,49,Bangalore,03-08-2023,14-02-2024,3,Fragrance,0.37,5.9,3.5
CUST1464,Female,47,Hyderabad,26-06-2023,29-08-2024,6,Haircare,0.57,2.2,3.8
CUST1465,Male,46,Delhi,24-06-2023,14-09-2024,5,Skincare,0.25,6.8,3.7
CUST1466,Female,46,Mumbai,26-05-2023,26-10-2024,6,Skincare,0.37,4.6,3.2
CUST1467,Male,47,Delhi,10-06-2023,19-06-2024,1,Haircare,0.47,3.5,2.6
CUST1468,Male,33,Chennai,07-05-2023,28-06-2024,7,Makeup,0.19,3.8,4
CUST1469,Female,57,Mumbai,23-03-2023,09-06-2024,9,Fragrance,0.19,2.3,3.5
CUST1470,Male,36,Bangalore,27-05-2023,24-07-2024,2,Haircare,0.65,6.9,3.2
CUST1471,Female,35,Hyderabad,27-08-2023,23-01-2024,5,Haircare,0.51,2.2,4.7
CUST1472,Male,18,Delhi,25-03-2023,19-09-2024,4,Haircare,0.4,5.3,4.4
CUST1473,Female,31,Mumbai,23-04-2023,09-06-2024,6,Makeup,0.45,4.2,4.6
CUST1474,Male,19,Chennai,13-08-2023,08-01-2024,6,Makeup,0.02,6.7,3.7
CUST1475,Female,45,Mumbai,31-08-2023,31-12-2024,2,Makeup,0.43,3.2,2.8
CUST1476,Male,47,Pune,23-05-2023,13-06-2024,2,Fragrance,0.36,4.7,4.2
CUST1477,Female,55,Chennai,10-02-2023,20-05-2024,4,Skincare,0.38,4.4,3
CUST1478,Male,21,Bangalore,15-09-2023,21-12-2024,1,Fragrance,0.25,5.5,3.6
CUST1479,Female,18,Hyderabad,12-10-2023,17-03-2024,9,Makeup,0.06,2.3,2.7
CUST1480,Female,25,Bangalore,15-04-2023,09-05-2024,7,Skincare,0.14,3,4.6
CUST1481,Female,46,Delhi,21-07-2023,17-08-2024,7,Skincare,0.67,3.1,2.8
CUST1482,Male,56,Mumbai,23-09-2023,02-04-2024,3,Makeup,0.29,5.7,4.8
CUST1483,Female,20,Pune,29-07-2023,18-11-2024,3,Makeup,0.33,2.9,4.7
CUST1484,Male,49,Chennai,20-02-2023,05-04-2024,1,Fragrance,0.04,4.9,3.7
CUST1485,Female,27,Chennai,28-04-2023,04-07-2024,3,Makeup,0.03,3.1,4.4
CUST1486,Male,27,Mumbai,20-07-2023,26-07-2024,3,Skincare,0.5,6.3,4
CUST1487,Female,36,Pune,08-02-2023,28-03-2024,4,Haircare,0.38,6.7,4.5
CUST1488,Male,51,Mumbai,28-01-2023,13-06-2024,4,Makeup,0.36,4.6,3.6
CUST1489,Male,50,Delhi,16-09-2023,26-02-2024,3,Makeup,0.17,3.8,4.5
CUST1490,Female,40,Bangalore,25-03-2023,15-06-2024,8,Fragrance,0.52,3.2,3.7
CUST1491,Male,45,Chennai,04-06-2023,10-10-2024,8,Fragrance,0.12,2.2,4.9
CUST1492,Male,49,Delhi,27-04-2023,11-09-2024,1,Makeup,0.13,3.3,3.7
CUST1493,Female,24,Bangalore,02-01-2023,14-06-2024,7,Skincare,0.32,5.3,3.7
CUST1494,Male,46,Delhi,03-04-2023,14-06-2024,2,Skincare,0.2,4.7,4.5
CUST1495,Male,25,Pune,15-06-2023,30-07-2024,1,Haircare,0.17,6.7,4.6
CUST1496,Male,18,Chennai,23-10-2023,05-02-2024,3,Makeup,0.45,4,3.9
CUST1497,Female,20,Mumbai,15-09-2023,21-02-2024,4,Fragrance,0.46,5.5,2.9
CUST1498,Male,41,Mumbai,22-03-2023,22-04-2024,6,Skincare,0.58,4.4,3.7
CUST1499,Female,40,Bangalore,25-09-2023,30-09-2024,5,Haircare,0.29,4.6,4.9
CUST1500,Male,25,Hyderabad,23-08-2023,14-02-2024,4,Makeup,0.05,3.3,4.4
CUST1501,Male,54,Pune,01-08-2023,13-01-2024,8,Skincare,0.19,4.3,4.5
CUST1502,Male,20,Bangalore,03-03-2023,25-07-2024,4,Makeup,0.69,4.4,2.6
CUST1503,Female,50,Hyderabad,18-02-2023,02-05-2024,2,Makeup,0.42,5.5,3.7
CUST1504,Male,45,Delhi,07-05-2023,28-08-2024,3,Skincare,0.5,6.7,4.1
CUST1505,Male,25,Pune,11-08-2023,06-09-2024,6,Skincare,0.01,3.6,4.6
CUST1506,Female,51,Delhi,06-10-2023,28-11-2024,8,Skincare,0.36,2.2,2.6
CUST1507,Male,52,Chennai,21-10-2023,15-04-2024,8,Makeup,0.03,4.5,4.6
CUST1508,Female,49,Pune,11-10-2023,21-03-2024,9,Makeup,0.4,4.7,3.9
CUST1509,Female,41,Hyderabad,04-10-2023,27-12-2024,7,Haircare,0.64,2.8,3
CUST1510,Male,31,Chennai,17-04-2023,21-08-2024,2,Fragrance,0.68,5.8,3.3
CUST1511,Female,49,Mumbai,26-05-2023,25-10-2024,8,Makeup,0.38,6.9,3.2
CUST1512,Male,33,Hyderabad,09-04-2023,11-09-2024,7,Fragrance,0.32,6.7,3.8
CUST1513,Female,21,Bangalore,14-03-2023,02-07-2024,8,Skincare,0.66,3,2.6
CUST1514,Female,54,Mumbai,02-05-2023,16-05-2024,3,Makeup,0.47,6.4,2.9
CUST1515,Male,38,Mumbai,30-01-2023,10-06-2024,7,Haircare,0.05,5.5,4.5
CUST1516,Female,31,Bangalore,07-07-2023,07-10-2024,9,Haircare,0.33,4.3,2.8
CUST1517,Female,48,Pune,15-10-2023,14-02-2024,3,Fragrance,0.17,4.7,3.1
CUST1518,Female,35,Mumbai,14-07-2023,24-09-2024,6,Skincare,0.33,6.2,3.6
CUST1519,Female,24,Hyderabad,05-06-2023,06-11-2024,2,Fragrance,0.32,4.4,3.8
CUST1520,Female,27,Chennai,21-06-2023,21-11-2024,2,Skincare,0.41,3.9,4.4
CUST1521,Male,24,Mumbai,10-02-2023,06-07-2024,5,Haircare,0.25,4.5,3.6
CUST1522,Female,50,Hyderabad,04-03-2023,03-06-2024,5,Fragrance,0.11,4.9,4.5
CUST1523,Male,40,Delhi,23-01-2023,08-02-2024,7,Haircare,0.35,2.9,4
CUST1524,Female,38,Hyderabad,16-03-2023,27-04-2024,2,Haircare,0.58,6.5,2.8
CUST1525,Male,36,Chennai,17-02-2023,17-06-2024,7,Skincare,0.46,5.4,2.9
CUST1526,Male,36,Hyderabad,09-06-2023,19-07-2024,5,Fragrance,0.24,5.2,3.6
CUST1527,Female,53,Bangalore,28-04-2023,14-10-2024,6,Fragrance,0.65,2.5,3.5
CUST1528,Female,46,Chennai,10-04-2023,04-10-2024,8,Haircare,0.64,5,4.4
CUST1529,Female,35,Pune,16-06-2023,30-11-2024,4,Haircare,0.15,2.6,4
CUST1530,Male,19,Delhi,17-10-2023,24-11-2024,7,Skincare,0.03,2.4,3.5
CUST1531,Female,18,Bangalore,05-06-2023,25-09-2024,6,Makeup,0.52,4.6,2.9
CUST1532,Male,22,Pune,07-01-2023,06-06-2024,2,Makeup,0.58,4,3.1
CUST1533,Male,37,Hyderabad,15-07-2023,02-11-2024,8,Haircare,0.68,4.9,3.9
CUST1534,Male,28,Chennai,25-02-2023,23-08-2024,9,Makeup,0.62,2.4,3.6
CUST1535,Female,59,Delhi,12-07-2023,27-08-2024,5,Makeup,0.42,4.2,3.8
CUST1536,Female,19,Bangalore,16-02-2023,19-04-2024,4,Makeup,0.37,2.9,2.9
CUST1537,Male,20,Pune,28-05-2023,14-09-2024,6,Makeup,0.02,6.9,4.2
CUST1538,Male,40,Pune,02-10-2023,09-12-2024,8,Haircare,0.17,4.8,4.6
CUST1539,Female,29,Delhi,06-06-2023,18-07-2024,3,Makeup,0.32,5.4,3.1
CUST1540,Male,37,Hyderabad,21-07-2023,12-01-2024,1,Makeup,0.44,3.6,3.7
CUST1541,Female,22,Delhi,06-05-2023,08-06-2024,4,Skincare,0.39,2.5,4.9
CUST1542,Male,54,Pune,21-10-2023,29-11-2024,4,Haircare,0.52,6.9,3.3
CUST1543,Female,55,Mumbai,05-03-2023,04-05-2024,1,Fragrance,0.2,3.4,4
CUST1544,Male,47,Bangalore,25-06-2023,19-12-2024,9,Fragrance,0.4,4.1,2.7
CUST1545,Female,26,Delhi,26-04-2023,06-11-2024,3,Skincare,0.06,5.2,4
CUST1546,Male,51,Pune,23-07-2023,22-09-2024,5,Skincare,0.29,2.1,2.7
CUST1547,Female,52,Hyderabad,31-01-2023,29-03-2024,6,Haircare,0.53,6.1,4.9
CUST1548,Female,39,Pune,23-04-2023,30-09-2024,8,Fragrance,0.49,4.7,4.3
CUST1549,Male,41,Hyderabad,08-03-2023,21-05-2024,6,Makeup,0.69,3.4,4.5
CUST1550,Male,34,Delhi,16-03-2023,31-03-2024,3,Skincare,0.19,2.3,4.3
CUST1551,Female,27,Hyderabad,14-02-2023,06-05-2024,6,Fragrance,0.35,2.8,4
CUST1552,Male,47,Chennai,17-09-2023,19-12-2024,1,Haircare,0.23,6.5,3.6
CUST1553,Female,40,Chennai,03-06-2023,20-07-2024,4,Makeup,0.31,5.4,4.6
CUST1554,Male,49,Chennai,04-06-2023,19-10-2024,6,Haircare,0.6,3.2,4.9
CUST1555,Female,34,Mumbai,22-08-2023,11-11-2024,7,Skincare,0.48,2.3,3.7
CUST1556,Female,34,Delhi,20-02-2023,29-03-2024,3,Fragrance,0.62,5.5,4.8
CUST1557,Female,31,Pune,19-09-2023,23-01-2024,9,Fragrance,0.14,4.9,4
CUST1558,Female,26,Pune,05-05-2023,23-05-2024,7,Fragrance,0.61,4,3.8
CUST1559,Female,57,Mumbai,02-09-2023,12-02-2024,1,Fragrance,0.04,3.8,3.6
CUST1560,Female,19,Hyderabad,30-01-2023,04-08-2024,2,Makeup,0.62,3.1,3
CUST1561,Male,42,Mumbai,02-05-2023,03-07-2024,1,Makeup,0.23,5.3,2.5
