Customer_Id,Gender,Age,City,First_Purchase_Date,Last_Purchase_Date,Total_Orders,Preferred_Category,Discount_Used_PCT,Delivery_Days,Ratings,Rule_Based_Revenue,Days_From_Last_Purchase  ,Churn,Customer_Risk,Flag_Age,Flag_Delivery,Flag_Low_Rating,Flag_Order,Flag_Discount,Toatal_Customers,Churn_Rate,Retention_Rate,Avg_Delivery_Days,Avg_Ratings,High_Risk_Customers,Low_Risk_Customers,Average_Order_Value,Customer_LifeTime_Value,CLV_Segments
CUST1134,Male,38,Hyderabad,22-03-2023,15-08-2024,4,Fragrance,0.4,2.2,4.3,1800,139,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,1800,Medium CLV
CUST1135,Male,23,Delhi,01-06-2023,17-09-2024,4,Skincare,0.45,3,3,1400,106,YES,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,1400,Low CLV
CUST1136,Male,18,Chennai,02-03-2023,05-09-2024,5,Makeup,0.01,4.7,3,1750,118,YES,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,1750,Medium CLV
CUST1137,Male,22,Delhi,02-03-2023,16-09-2024,6,Haircare,0.67,6.7,4.2,2700,107,YES,LOW RISK,OK,FLAG,OK,OK,FLAG,,,,,,,,450,2700,Medium CLV
CUST1138,Male,58,Hyderabad,28-01-2023,15-03-2024,4,Fragrance,0.03,6.2,3,1400,292,YES,LOW RISK,FLAG,FLAG,FLAG,OK,OK,,,,,,,,350,1400,Low CLV
CUST1139,Male,29,Delhi,12-02-2023,23-04-2024,2,Haircare,0.1,6.2,3.6,700,253,YES,LOW RISK,OK,FLAG,OK,OK,OK,,,,,,,,350,700,Low CLV
CUST1140,Female,43,Delhi,18-06-2023,18-11-2024,6,Fragrance,0.01,3.5,4.5,2700,44,NO,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,2700,Medium CLV
CUST1141,Male,51,Hyderabad,27-03-2023,05-05-2024,8,Skincare,0.4,4.1,4.5,3600,241,YES,LOW RISK,FLAG,OK,OK,OK,OK,,,,,,,,450,3600,High CLV
CUST1142,Female,31,Pune,26-06-2023,05-11-2024,8,Skincare,0.65,4.4,3.6,2800,57,NO,LOW RISK,OK,OK,OK,OK,FLAG,,,,,,,,350,2800,Medium CLV
CUST1143,Female,43,Delhi,17-01-2023,14-06-2024,7,Haircare,0.47,2.8,4.5,3150,201,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,3150,Medium CLV
CUST1144,Female,44,Bangalore,08-04-2023,17-08-2024,6,Skincare,0.58,2.2,4.6,2700,137,YES,LOW RISK,OK,OK,OK,OK,FLAG,,,,,,,,450,2700,Medium CLV
CUST1145,Male,26,Bangalore,17-07-2023,08-08-2024,2,Haircare,0.01,6.7,4.1,900,146,YES,LOW RISK,OK,FLAG,OK,OK,OK,,,,,,,,450,900,Low CLV
CUST1146,Male,43,Delhi,08-04-2023,22-07-2024,7,Fragrance,0.38,3.2,3.1,2450,163,YES,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,2450,Medium CLV
CUST1147,Male,39,Pune,06-03-2023,28-05-2024,5,Makeup,0.32,3.2,3.2,1750,218,YES,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,1750,Medium CLV
CUST1148,Male,47,Chennai,05-01-2023,27-05-2024,6,Skincare,0.35,2.4,3.3,2100,219,YES,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,2100,Medium CLV
CUST1149,Female,34,Hyderabad,02-01-2023,27-04-2024,8,Fragrance,0.05,6.6,2.8,2800,249,YES,LOW RISK,OK,FLAG,FLAG,OK,OK,,,,,,,,350,2800,Medium CLV
CUST1150,Male,43,Bangalore,22-01-2023,10-05-2024,8,Makeup,0.48,4.9,3.2,2800,236,YES,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,2800,Medium CLV
CUST1151,Male,53,Chennai,22-04-2023,04-09-2024,3,Makeup,0.35,5.3,3,1050,119,YES,LOW RISK,FLAG,FLAG,FLAG,OK,OK,,,,,,,,350,1050,Low CLV
CUST1152,Male,18,Delhi,26-02-2023,07-04-2024,7,Makeup,0.54,6.6,3.6,2450,269,YES,LOW RISK,OK,FLAG,OK,OK,FLAG,,,,,,,,350,2450,Medium CLV
CUST1153,Male,25,Chennai,07-03-2023,26-06-2024,1,Fragrance,0.34,3.7,4.8,450,189,YES,LOW RISK,OK,OK,OK,FLAG,OK,,,,,,,,450,450,Low CLV
CUST1154,Male,52,Mumbai,08-04-2023,01-09-2024,1,Fragrance,0.1,5.1,2.8,350,122,YES,LOW RISK,FLAG,FLAG,FLAG,FLAG,OK,,,,,,,,350,350,Low CLV
CUST1155,Female,32,Bangalore,24-05-2023,12-09-2024,7,Haircare,0.45,2.2,4.3,3150,111,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,3150,Medium CLV
CUST1156,Male,39,Delhi,05-05-2023,15-08-2024,9,Makeup,0.12,2.9,4.2,4050,139,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,4050,High CLV
CUST1157,Female,31,Hyderabad,16-06-2023,31-07-2024,7,Makeup,0.61,6.2,2.7,2450,154,YES,LOW RISK,OK,FLAG,FLAG,OK,FLAG,,,,,,,,350,2450,Medium CLV
CUST1158,Male,43,Pune,27-03-2023,29-08-2024,5,Makeup,0.43,5.8,4.8,2250,125,YES,LOW RISK,OK,FLAG,OK,OK,OK,,,,,,,,450,2250,Medium CLV
CUST1159,Female,45,Delhi,17-03-2023,23-05-2024,8,Haircare,0.11,3.8,3.9,2800,223,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,350,2800,Medium CLV
CUST1160,Male,40,Hyderabad,21-10-2023,19-02-2024,2,Makeup,0.67,3.9,3.4,700,317,YES,LOW RISK,OK,OK,FLAG,OK,FLAG,,,,,,,,350,700,Low CLV
CUST1161,Male,31,Pune,28-02-2023,14-03-2024,9,Fragrance,0.36,4.7,4.4,4050,293,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,4050,High CLV
CUST1162,Female,41,Pune,18-05-2023,29-10-2024,6,Makeup,0.05,2,3.1,2100,64,NO,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,2100,Medium CLV
CUST1163,Female,19,Delhi,09-04-2023,15-08-2024,9,Skincare,0.44,3.2,4.2,4050,139,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,4050,High CLV
CUST1164,Female,43,Chennai,11-07-2023,21-01-2024,2,Fragrance,0.18,3,2.6,700,346,YES,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,700,Low CLV
CUST1165,Male,31,Chennai,31-08-2023,19-12-2024,3,Haircare,0.56,3.3,4.6,1350,13,NO,LOW RISK,OK,OK,OK,OK,FLAG,,,,,,,,450,1350,Low CLV
CUST1166,Female,24,Pune,18-02-2023,13-03-2024,8,Makeup,0.57,6,3.6,2800,294,YES,LOW RISK,OK,FLAG,OK,OK,FLAG,,,,,,,,350,2800,Medium CLV
CUST1167,Male,20,Chennai,01-02-2023,27-02-2024,1,Skincare,0.69,3.4,4.1,450,309,YES,LOW RISK,OK,OK,OK,FLAG,FLAG,,,,,,,,450,450,Low CLV
CUST1168,Male,40,Mumbai,04-10-2023,12-11-2024,7,Haircare,0.35,3,3.1,2450,50,NO,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,2450,Medium CLV
CUST1169,Female,35,Pune,20-01-2023,29-07-2024,7,Haircare,0.32,4.5,4.2,3150,156,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,3150,Medium CLV
CUST1170,Female,55,Pune,03-06-2023,08-12-2024,1,Fragrance,0.53,6.3,4.4,450,24,NO,LOW RISK,FLAG,FLAG,OK,FLAG,FLAG,,,,,,,,450,450,Low CLV
CUST1171,Male,52,Hyderabad,09-03-2023,19-08-2024,9,Haircare,0.09,3.2,3.7,3150,135,YES,LOW RISK,FLAG,OK,OK,OK,OK,,,,,,,,350,3150,Medium CLV
CUST1172,Male,32,Chennai,02-08-2023,25-08-2024,8,Haircare,0.38,2.4,4,2800,129,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,350,2800,Medium CLV
CUST1173,Female,42,Pune,23-05-2023,15-06-2024,4,Haircare,0.38,3.8,3.6,1400,200,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,350,1400,Low CLV
CUST1174,Female,54,Mumbai,20-08-2023,23-08-2024,5,Haircare,0.06,5.7,4.7,2250,131,YES,LOW RISK,FLAG,FLAG,OK,OK,OK,,,,,,,,450,2250,Medium CLV
CUST1175,Female,45,Hyderabad,01-08-2023,06-10-2024,2,Makeup,0.29,4.8,3.7,700,87,NO,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,350,700,Low CLV
CUST1176,Male,27,Delhi,20-03-2023,22-04-2024,9,Makeup,0.6,6.1,4.6,4050,254,YES,LOW RISK,OK,FLAG,OK,OK,FLAG,,,,,,,,450,4050,High CLV
CUST1177,Male,56,Pune,02-08-2023,02-02-2024,6,Makeup,0.6,6.8,4.5,2700,334,YES,LOW RISK,FLAG,FLAG,OK,OK,FLAG,,,,,,,,450,2700,Medium CLV
CUST1178,Male,34,Mumbai,26-04-2023,19-10-2024,3,Makeup,0.07,6,3.5,1050,74,NO,LOW RISK,OK,FLAG,OK,OK,OK,,,,,,,,350,1050,Low CLV
CUST1179,Male,56,Bangalore,02-04-2023,29-09-2024,7,Skincare,0.06,5,3.1,2450,94,YES,LOW RISK,FLAG,OK,FLAG,OK,OK,,,,,,,,350,2450,Medium CLV
CUST1180,Male,39,Mumbai,27-09-2023,20-01-2024,9,Makeup,0.18,4.5,3.5,3150,347,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,350,3150,Medium CLV
CUST1181,Male,43,Mumbai,17-06-2023,09-07-2024,3,Haircare,0.61,2.2,4.6,1350,176,YES,LOW RISK,OK,OK,OK,OK,FLAG,,,,,,,,450,1350,Low CLV
CUST1182,Female,42,Hyderabad,27-02-2023,15-06-2024,2,Makeup,0.09,6.9,3.1,700,200,YES,LOW RISK,OK,FLAG,FLAG,OK,OK,,,,,,,,350,700,Low CLV
CUST1183,Male,34,Delhi,11-10-2023,18-12-2024,7,Makeup,0.5,3.9,3.8,2450,14,NO,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,350,2450,Medium CLV
CUST1184,Male,30,Bangalore,26-01-2023,30-04-2024,7,Fragrance,0.07,2.8,4.5,3150,246,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,3150,Medium CLV
CUST1185,Male,37,Chennai,07-03-2023,03-09-2024,4,Haircare,0.44,5.3,3.4,1400,120,YES,LOW RISK,OK,FLAG,FLAG,OK,OK,,,,,,,,350,1400,Low CLV
CUST1186,Female,42,Chennai,05-09-2023,05-11-2024,9,Makeup,0.25,3.4,4.1,4050,57,NO,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,4050,High CLV
CUST1187,Male,21,Mumbai,11-09-2023,26-02-2024,8,Makeup,0.55,4.9,3.1,2800,310,YES,LOW RISK,OK,OK,FLAG,OK,FLAG,,,,,,,,350,2800,Medium CLV
CUST1188,Male,27,Hyderabad,13-02-2023,10-04-2024,1,Makeup,0.16,4.9,2.8,350,266,YES,LOW RISK,OK,OK,FLAG,FLAG,OK,,,,,,,,350,350,Low CLV
CUST1189,Female,20,Hyderabad,07-04-2023,11-10-2024,1,Skincare,0.45,4.2,4.5,450,82,NO,LOW RISK,OK,OK,OK,FLAG,OK,,,,,,,,450,450,Low CLV
CUST1190,Male,58,Chennai,11-02-2023,05-04-2024,5,Makeup,0.16,6.2,2.7,1750,271,YES,LOW RISK,FLAG,FLAG,FLAG,OK,OK,,,,,,,,350,1750,Medium CLV
CUST1191,Male,35,Bangalore,15-08-2023,23-10-2024,6,Fragrance,0.5,3.3,3.2,2100,70,NO,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,2100,Medium CLV
CUST1192,Male,53,Delhi,19-09-2023,28-12-2024,3,Haircare,0.61,4.2,4.6,1350,4,NO,LOW RISK,FLAG,OK,OK,OK,FLAG,,,,,,,,450,1350,Low CLV
CUST1193,Male,39,Bangalore,16-06-2023,11-08-2024,9,Haircare,0.09,4.7,3.4,3150,143,YES,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,3150,Medium CLV
CUST1194,Male,51,Pune,06-10-2023,20-02-2024,6,Makeup,0.61,5.3,4.9,2700,316,YES,LOW RISK,FLAG,FLAG,OK,OK,FLAG,,,,,,,,450,2700,Medium CLV
CUST1195,Female,25,Pune,30-03-2023,13-09-2024,4,Makeup,0.42,5.9,4.9,1800,110,YES,LOW RISK,OK,FLAG,OK,OK,OK,,,,,,,,450,1800,Medium CLV
CUST1196,Female,57,Delhi,27-06-2023,08-11-2024,7,Makeup,0.09,4,3.2,2450,54,NO,LOW RISK,FLAG,OK,FLAG,OK,OK,,,,,,,,350,2450,Medium CLV
CUST1197,Female,36,Chennai,16-07-2023,26-10-2024,8,Haircare,0.3,5.2,2.6,2800,67,NO,HIGH RISK,OK,FLAG,FLAG,OK,OK,,,,,,,,350,2800,Medium CLV
CUST1198,Male,59,Delhi,24-09-2023,07-03-2024,9,Haircare,0.11,2.8,4.3,4050,300,YES,LOW RISK,FLAG,OK,OK,OK,OK,,,,,,,,450,4050,High CLV
CUST1199,Male,58,Hyderabad,25-09-2023,18-12-2024,6,Skincare,0.49,6.7,3.6,2100,14,NO,LOW RISK,FLAG,FLAG,OK,OK,OK,,,,,,,,350,2100,Medium CLV
CUST1200,Male,54,Pune,15-03-2023,14-05-2024,6,Fragrance,0.53,3.9,2.8,2100,232,YES,LOW RISK,FLAG,OK,FLAG,OK,FLAG,,,,,,,,350,2100,Medium CLV
CUST1201,Female,23,Mumbai,08-01-2023,10-01-2024,8,Skincare,0.07,5.6,4.3,3600,357,YES,LOW RISK,OK,FLAG,OK,OK,OK,,,,,,,,450,3600,High CLV
CUST1202,Male,43,Mumbai,24-10-2023,28-02-2024,5,Fragrance,0.35,2.1,2.6,1750,308,YES,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,1750,Medium CLV
CUST1203,Male,51,Chennai,13-06-2023,08-12-2024,3,Skincare,0.57,3,4.7,1350,24,NO,LOW RISK,FLAG,OK,OK,OK,FLAG,,,,,,,,450,1350,Low CLV
CUST1204,Female,23,Hyderabad,26-03-2023,19-06-2024,3,Haircare,0.66,4.4,2.8,1050,196,YES,LOW RISK,OK,OK,FLAG,OK,FLAG,,,,,,,,350,1050,Low CLV
CUST1205,Male,54,Bangalore,13-03-2023,28-04-2024,6,Skincare,0.36,6.4,2.8,2100,248,YES,LOW RISK,FLAG,FLAG,FLAG,OK,OK,,,,,,,,350,2100,Medium CLV
CUST1206,Female,50,Hyderabad,24-02-2023,07-09-2024,2,Fragrance,0.67,4.6,2.9,700,116,YES,LOW RISK,OK,OK,FLAG,OK,FLAG,,,,,,,,350,700,Low CLV
CUST1207,Female,39,Mumbai,16-02-2023,02-05-2024,6,Makeup,0.37,6.6,4.9,2700,244,YES,LOW RISK,OK,FLAG,OK,OK,OK,,,,,,,,450,2700,Medium CLV
CUST1208,Female,38,Mumbai,26-08-2023,02-10-2024,6,Fragrance,0.28,4.4,4.2,2700,91,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,2700,Medium CLV
CUST1209,Male,23,Pune,14-04-2023,24-09-2024,8,Makeup,0.59,4.5,4.5,3600,99,YES,LOW RISK,OK,OK,OK,OK,FLAG,,,,,,,,450,3600,High CLV
CUST1210,Male,23,Hyderabad,29-07-2023,13-01-2024,7,Haircare,0.35,2.6,3.5,2450,354,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,350,2450,Medium CLV
CUST1211,Male,21,Hyderabad,11-02-2023,26-08-2024,8,Fragrance,0.33,6,3.3,2800,128,YES,LOW RISK,OK,FLAG,FLAG,OK,OK,,,,,,,,350,2800,Medium CLV
CUST1212,Male,47,Mumbai,25-09-2023,12-02-2024,9,Skincare,0.34,3.2,3.1,3150,324,YES,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,3150,Medium CLV
CUST1213,Male,28,Bangalore,20-09-2023,15-12-2024,6,Fragrance,0.59,6.5,3.7,2100,17,NO,LOW RISK,OK,FLAG,OK,OK,FLAG,,,,,,,,350,2100,Medium CLV
CUST1214,Male,47,Chennai,16-09-2023,12-11-2024,3,Makeup,0.58,6.6,3.9,1050,50,NO,LOW RISK,OK,FLAG,OK,OK,FLAG,,,,,,,,350,1050,Low CLV
CUST1215,Male,48,Chennai,10-10-2023,28-11-2024,3,Haircare,0.28,6.7,4.1,1350,34,NO,LOW RISK,OK,FLAG,OK,OK,OK,,,,,,,,450,1350,Low CLV
CUST1216,Female,41,Hyderabad,24-04-2023,23-05-2024,1,Skincare,0.23,4.6,3.1,350,223,YES,LOW RISK,OK,OK,FLAG,FLAG,OK,,,,,,,,350,350,Low CLV
CUST1217,Male,26,Chennai,09-02-2023,17-08-2024,5,Fragrance,0.34,5.4,4.9,2250,137,YES,LOW RISK,OK,FLAG,OK,OK,OK,,,,,,,,450,2250,Medium CLV
CUST1218,Female,20,Mumbai,08-08-2023,16-11-2024,4,Makeup,0.4,5.9,2.9,1400,46,NO,HIGH RISK,OK,FLAG,FLAG,OK,OK,,,,,,,,350,1400,Low CLV
CUST1219,Male,48,Mumbai,09-05-2023,02-06-2024,9,Skincare,0.17,2.7,4.9,4050,213,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,4050,High CLV
CUST1220,Male,57,Hyderabad,08-01-2023,29-04-2024,9,Haircare,0.56,5,2.5,3150,247,YES,LOW RISK,FLAG,OK,FLAG,OK,FLAG,,,,,,,,350,3150,Medium CLV
CUST1221,Male,54,Hyderabad,11-04-2023,12-09-2024,5,Skincare,0.34,2.2,3.7,1750,111,YES,LOW RISK,FLAG,OK,OK,OK,OK,,,,,,,,350,1750,Medium CLV
CUST1222,Female,53,Pune,25-06-2023,20-12-2024,4,Haircare,0.23,4.5,3.3,1400,12,NO,LOW RISK,FLAG,OK,FLAG,OK,OK,,,,,,,,350,1400,Low CLV
CUST1223,Female,41,Hyderabad,17-04-2023,18-10-2024,7,Skincare,0.07,2.8,3.6,2450,75,NO,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,350,2450,Medium CLV
CUST1224,Female,48,Bangalore,11-04-2023,14-08-2024,6,Fragrance,0.17,2.9,3.9,2100,140,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,350,2100,Medium CLV
CUST1225,Female,23,Chennai,17-09-2023,17-01-2024,4,Makeup,0.66,3.8,3.6,1400,350,YES,LOW RISK,OK,OK,OK,OK,FLAG,,,,,,,,350,1400,Low CLV
CUST1226,Male,19,Hyderabad,03-09-2023,19-10-2024,2,Fragrance,0.21,4.2,3.5,700,74,NO,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,350,700,Low CLV
CUST1227,Female,37,Delhi,02-10-2023,27-01-2024,1,Fragrance,0.12,5.1,4.3,450,340,YES,LOW RISK,OK,FLAG,OK,FLAG,OK,,,,,,,,450,450,Low CLV
CUST1228,Male,45,Pune,01-02-2023,11-03-2024,4,Haircare,0.32,2.4,4.2,1800,296,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,1800,Medium CLV
CUST1229,Male,28,Delhi,17-05-2023,01-06-2024,4,Haircare,0.21,4.5,4.6,1800,214,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,1800,Medium CLV
CUST1230,Female,21,Mumbai,12-01-2023,02-02-2024,1,Haircare,0.02,2.9,3.1,350,334,YES,LOW RISK,OK,OK,FLAG,FLAG,OK,,,,,,,,350,350,Low CLV
CUST1231,Female,32,Chennai,16-01-2023,10-03-2024,6,Fragrance,0.23,4.9,4,2100,297,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,350,2100,Medium CLV
CUST1232,Female,23,Hyderabad,09-05-2023,04-10-2024,4,Skincare,0.38,5.2,4,1400,89,NO,LOW RISK,OK,FLAG,OK,OK,OK,,,,,,,,350,1400,Low CLV
CUST1233,Female,47,Delhi,04-03-2023,19-09-2024,1,Skincare,0.39,4.8,3.4,350,104,YES,LOW RISK,OK,OK,FLAG,FLAG,OK,,,,,,,,350,350,Low CLV
CUST1234,Female,55,Chennai,19-04-2023,04-05-2024,1,Fragrance,0.25,5.7,3.7,350,242,YES,LOW RISK,FLAG,FLAG,OK,FLAG,OK,,,,,,,,350,350,Low CLV
CUST1235,Female,19,Mumbai,21-01-2023,20-03-2024,1,Fragrance,0.31,3.7,3.3,350,287,YES,LOW RISK,OK,OK,FLAG,FLAG,OK,,,,,,,,350,350,Low CLV
CUST1236,Female,32,Bangalore,07-06-2023,07-07-2024,8,Makeup,0.68,5.8,2.9,2800,178,YES,LOW RISK,OK,FLAG,FLAG,OK,FLAG,,,,,,,,350,2800,Medium CLV
CUST1237,Female,28,Pune,26-09-2023,13-03-2024,8,Haircare,0.26,4.2,3,2800,294,YES,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,2800,Medium CLV
CUST1238,Male,25,Chennai,11-06-2023,12-07-2024,2,Haircare,0.18,4.4,2.8,700,173,YES,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,700,Low CLV
CUST1239,Female,43,Chennai,17-09-2023,21-03-2024,7,Fragrance,0.17,5.2,4.2,3150,286,YES,LOW RISK,OK,FLAG,OK,OK,OK,,,,,,,,450,3150,Medium CLV
CUST1240,Female,22,Bangalore,12-04-2023,20-09-2024,8,Fragrance,0.32,2.1,4.2,3600,103,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,3600,High CLV
CUST1241,Male,23,Chennai,11-08-2023,19-08-2024,8,Skincare,0.53,5.3,4.9,3600,135,YES,LOW RISK,OK,FLAG,OK,OK,FLAG,,,,,,,,450,3600,High CLV
CUST1242,Female,43,Mumbai,28-02-2023,16-07-2024,7,Fragrance,0.14,5.1,4.3,3150,169,YES,LOW RISK,OK,FLAG,OK,OK,OK,,,,,,,,450,3150,Medium CLV
CUST1243,Male,21,Mumbai,04-09-2023,13-09-2024,5,Skincare,0.5,3.5,2.6,1750,110,YES,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,1750,Medium CLV
CUST1244,Male,36,Bangalore,08-05-2023,24-05-2024,1,Fragrance,0.01,2.4,4.7,450,222,YES,LOW RISK,OK,OK,OK,FLAG,OK,,,,,,,,450,450,Low CLV
CUST1245,Female,37,Pune,10-10-2023,16-12-2024,9,Makeup,0.29,2.5,4.7,4050,16,NO,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,4050,High CLV
CUST1246,Male,50,Hyderabad,25-01-2023,13-03-2024,7,Makeup,0.54,6.6,3.6,2450,294,YES,LOW RISK,OK,FLAG,OK,OK,FLAG,,,,,,,,350,2450,Medium CLV
CUST1247,Male,37,Delhi,11-05-2023,06-11-2024,2,Skincare,0.24,5.4,4,700,56,NO,LOW RISK,OK,FLAG,OK,OK,OK,,,,,,,,350,700,Low CLV
CUST1248,Male,29,Hyderabad,15-07-2023,02-11-2024,6,Haircare,0.39,2.6,4.9,2700,60,NO,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,2700,Medium CLV
CUST1249,Male,18,Chennai,08-10-2023,08-03-2024,2,Makeup,0.14,3.8,3.8,700,299,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,350,700,Low CLV
CUST1250,Female,43,Delhi,03-06-2023,03-10-2024,1,Skincare,0.52,5,4.8,450,90,NO,LOW RISK,OK,OK,OK,FLAG,FLAG,,,,,,,,450,450,Low CLV
CUST1251,Male,31,Bangalore,13-05-2023,08-10-2024,7,Fragrance,0.04,6.2,2.7,2450,85,NO,HIGH RISK,OK,FLAG,FLAG,OK,OK,,,,,,,,350,2450,Medium CLV
CUST1252,Female,55,Bangalore,15-08-2023,23-11-2024,2,Fragrance,0.6,2.2,3,700,39,NO,LOW RISK,FLAG,OK,FLAG,OK,FLAG,,,,,,,,350,700,Low CLV
CUST1253,Male,54,Pune,08-07-2023,17-10-2024,2,Skincare,0.14,3.2,3.6,700,76,NO,LOW RISK,FLAG,OK,OK,OK,OK,,,,,,,,350,700,Low CLV
CUST1254,Male,28,Delhi,22-09-2023,25-11-2024,5,Haircare,0.61,6.4,4,1750,37,NO,LOW RISK,OK,FLAG,OK,OK,FLAG,,,,,,,,350,1750,Medium CLV
CUST1255,Male,53,Mumbai,14-05-2023,20-11-2024,5,Skincare,0.25,2,4.5,2250,42,NO,LOW RISK,FLAG,OK,OK,OK,OK,,,,,,,,450,2250,Medium CLV
CUST1256,Male,30,Delhi,30-07-2023,18-09-2024,7,Skincare,0.51,3,5,3150,105,YES,LOW RISK,OK,OK,OK,OK,FLAG,,,,,,,,450,3150,Medium CLV
CUST1257,Female,20,Chennai,01-03-2023,05-04-2024,1,Makeup,0.22,6.8,3.5,350,271,YES,LOW RISK,OK,FLAG,OK,FLAG,OK,,,,,,,,350,350,Low CLV
CUST1258,Female,50,Mumbai,01-08-2023,20-10-2024,8,Skincare,0.63,5.1,2.6,2800,73,NO,HIGH RISK,OK,FLAG,FLAG,OK,FLAG,,,,,,,,350,2800,Medium CLV
CUST1259,Male,23,Bangalore,04-08-2023,08-12-2024,3,Skincare,0.09,3.3,4.5,1350,24,NO,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,1350,Low CLV
CUST1260,Male,27,Delhi,14-08-2023,09-11-2024,4,Fragrance,0.12,2.3,4,1400,53,NO,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,350,1400,Low CLV
CUST1261,Female,22,Hyderabad,11-05-2023,20-11-2024,9,Makeup,0.35,2.1,3,3150,42,NO,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,3150,Medium CLV
CUST1262,Male,40,Pune,17-03-2023,28-06-2024,4,Fragrance,0.06,3.2,3.7,1400,187,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,350,1400,Low CLV
CUST1263,Male,27,Hyderabad,13-10-2023,27-10-2024,5,Fragrance,0.14,6.4,4.4,2250,66,NO,LOW RISK,OK,FLAG,OK,OK,OK,,,,,,,,450,2250,Medium CLV
CUST1264,Male,19,Pune,04-10-2023,07-01-2024,7,Haircare,0.66,4.1,4.4,3150,360,YES,LOW RISK,OK,OK,OK,OK,FLAG,,,,,,,,450,3150,Medium CLV
CUST1265,Female,30,Chennai,05-06-2023,18-11-2024,4,Haircare,0.68,5.6,3.7,1400,44,NO,LOW RISK,OK,FLAG,OK,OK,FLAG,,,,,,,,350,1400,Low CLV
CUST1266,Female,57,Hyderabad,05-09-2023,05-01-2024,1,Makeup,0.26,6.6,3.3,350,362,YES,LOW RISK,FLAG,FLAG,FLAG,FLAG,OK,,,,,,,,350,350,Low CLV
CUST1267,Female,19,Delhi,06-08-2023,19-02-2024,9,Makeup,0.65,4,4.9,4050,317,YES,LOW RISK,OK,OK,OK,OK,FLAG,,,,,,,,450,4050,High CLV
CUST1268,Male,37,Delhi,09-07-2023,09-07-2024,4,Haircare,0.38,3,4.2,1800,176,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,1800,Medium CLV
CUST1269,Male,18,Hyderabad,12-06-2023,09-11-2024,9,Haircare,0.19,4.6,3.5,3150,53,NO,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,350,3150,Medium CLV
CUST1270,Female,54,Delhi,29-06-2023,28-10-2024,6,Haircare,0.49,6.5,3.2,2100,65,NO,HIGH RISK,FLAG,FLAG,FLAG,OK,OK,,,,,,,,350,2100,Medium CLV
